11	11	-2.2786	0.3437
11	10	-2.2672	0.3417
11	12	-2.3265	0.3433
11	20	-2.4254	0.3282
11	14	-2.3583	0.3433
11	22	-2.4876	0.3510
11	16	-2.4128	0.3441
11	18	-2.4660	0.3477
11	30	-2.5176	0.3472
11	15	-2.3572	0.3319
11	5	-2.1728	0.3763
11	4	-2.1274	0.3818
11	7	-2.2085	0.3578
11	6	-2.1836	0.3685
11	9	-2.2596	0.3516
11	8	-2.2251	0.3551
10	11	-2.2932	0.3559
10	10	-2.2814	0.3539
10	12	-2.3419	0.3536
10	20	-2.4389	0.3350
10	14	-2.3728	0.3537
10	22	-2.4998	0.3592
10	16	-2.4295	0.3536
10	18	-2.4809	0.3556
10	30	-2.5275	0.3524
10	15	-2.3705	0.3390
10	5	-2.1837	0.3944
10	4	-2.1393	0.4026
10	7	-2.2241	0.3742
10	6	-2.1966	0.3856
10	9	-2.2750	0.3649
10	8	-2.2398	0.3700
12	11	-2.2853	0.3460
12	10	-2.2745	0.3444
12	12	-2.3320	0.3437
12	20	-2.4258	0.3269
12	14	-2.3602	0.3425
12	22	-2.4823	0.3485
12	16	-2.4152	0.3433
12	18	-2.4660	0.3461
12	30	-2.5174	0.3448
12	15	-2.3616	0.3320
12	5	-2.1941	0.3857
12	4	-2.1538	0.3958
12	7	-2.2212	0.3638
12	6	-2.2010	0.3754
12	9	-2.2689	0.3547
12	8	-2.2358	0.3598
20	11	-2.2710	0.3144
20	10	-2.2629	0.3140
20	12	-2.3102	0.3132
20	15	-2.3377	0.3058
20	14	-2.3328	0.3088
20	22	-2.4364	0.3120
20	16	-2.3785	0.3095
20	18	-2.4233	0.3141
20	30	-2.4861	0.3179
20	5	-2.2181	0.3503
20	8	-2.2349	0.3260
20	7	-2.2252	0.3299
20	6	-2.2160	0.3404
20	9	-2.2588	0.3228
20	20	-2.3955	0.2990
20	4	-2.1950	0.3574
14	11	-2.2800	0.3406
14	10	-2.2706	0.3398
14	12	-2.3252	0.3388
14	15	-2.3534	0.3277
14	14	-2.3519	0.3364
14	22	-2.4678	0.3419
14	16	-2.4044	0.3367
14	18	-2.4518	0.3389
14	30	-2.5068	0.3396
14	5	-2.2016	0.3786
14	8	-2.2349	0.3542
14	7	-2.2224	0.3583
14	6	-2.2056	0.3695
14	9	-2.2653	0.3495
14	20	-2.4166	0.3219
14	4	-2.1689	0.3882
22	11	-2.2606	0.3301
22	10	-2.2564	0.3322
22	12	-2.3010	0.3304
22	20	-2.3810	0.3129
22	14	-2.3215	0.3250
22	22	-2.4160	0.3209
22	16	-2.3654	0.3225
22	18	-2.4058	0.3303
22	30	-2.4619	0.3281
22	15	-2.3223	0.3199
22	5	-2.2172	0.3730
22	4	-2.2038	0.3819
22	7	-2.2219	0.3500
22	6	-2.2136	0.3619
22	9	-2.2524	0.3409
22	8	-2.2279	0.3457
16	11	-2.3017	0.3428
16	10	-2.2913	0.3436
16	12	-2.3431	0.3380
16	20	-2.4298	0.3156
16	14	-2.3671	0.3333
16	22	-2.4785	0.3328
16	16	-2.4166	0.3303
16	18	-2.4638	0.3317
16	30	-2.5207	0.3292
16	15	-2.3693	0.3258
16	5	-2.2385	0.3906
16	4	-2.2105	0.4029
16	7	-2.2498	0.3664
16	6	-2.2366	0.3790
16	9	-2.2877	0.3528
16	8	-2.2606	0.3596
18	11	-2.2768	0.3390
18	10	-2.2695	0.3390
18	12	-2.3176	0.3368
18	20	-2.4026	0.3157
18	14	-2.3408	0.3306
18	22	-2.4464	0.3298
18	16	-2.3898	0.3309
18	18	-2.4353	0.3317
18	30	-2.4880	0.3320
18	15	-2.3430	0.3248
18	5	-2.2234	0.3856
18	4	-2.1983	0.3980
18	7	-2.2291	0.3600
18	6	-2.2203	0.3724
18	9	-2.2662	0.3497
18	8	-2.2422	0.3541
30	11	-2.2159	0.3113
30	10	-2.2108	0.3123
30	12	-2.2524	0.3130
30	20	-2.3331	0.2976
30	14	-2.2714	0.3066
30	22	-2.3635	0.3018
30	16	-2.3131	0.3063
30	18	-2.3542	0.3118
30	30	-2.4229	0.3090
30	15	-2.2769	0.3072
30	5	-2.1862	0.3518
30	4	-2.1710	0.3569
30	7	-2.1801	0.3267
30	6	-2.1785	0.3383
30	9	-2.2088	0.3217
30	8	-2.1891	0.3235
15	11	-2.2821	0.3153
15	10	-2.2731	0.3126
15	12	-2.3246	0.3146
15	20	-2.4141	0.3051
15	14	-2.3510	0.3148
15	22	-2.4675	0.3223
15	16	-2.4014	0.3173
15	18	-2.4516	0.3185
15	30	-2.5085	0.3254
15	15	-2.3548	0.3059
15	5	-2.2050	0.3424
15	4	-2.1732	0.3474
15	7	-2.2243	0.3263
15	6	-2.2097	0.3348
15	9	-2.2661	0.3216
15	8	-2.2376	0.3231
5	11	-2.3336	0.4096
5	10	-2.3228	0.4076
5	12	-2.3873	0.4065
5	15	-2.4114	0.3808
5	14	-2.4178	0.4054
5	22	-2.5455	0.4028
5	16	-2.4786	0.4016
5	18	-2.5346	0.4031
5	30	-2.5552	0.3825
5	20	-2.4752	0.3726
5	5	-2.1942	0.4777
5	4	-2.1189	0.4869
5	7	-2.2578	0.4412
5	6	-2.2180	0.4616
5	9	-2.3196	0.4252
5	8	-2.2763	0.4333
4	11	-2.3556	0.4219
4	10	-2.3442	0.4218
4	12	-2.4081	0.4192
4	20	-2.4966	0.3781
4	14	-2.4403	0.4160
4	22	-2.5638	0.4135
4	16	-2.5047	0.4101
4	18	-2.5593	0.4098
4	30	-2.5735	0.3900
4	15	-2.4307	0.3899
4	5	-2.2008	0.5062
4	4	-2.1055	0.5081
4	7	-2.2751	0.4607
4	6	-2.2333	0.4834
4	9	-2.3438	0.4405
4	8	-2.2957	0.4518
7	11	-2.2956	0.3829
7	10	-2.2837	0.3798
7	12	-2.3500	0.3811
7	20	-2.4488	0.3572
7	14	-2.3829	0.3806
7	22	-2.5149	0.3848
7	16	-2.4457	0.3813
7	18	-2.4989	0.3836
7	30	-2.5368	0.3728
7	15	-2.3783	0.3620
7	5	-2.1545	0.4232
7	4	-2.0856	0.4253
7	7	-2.2127	0.4027
7	6	-2.1765	0.4161
7	9	-2.2768	0.3931
7	8	-2.2327	0.3995
6	11	-2.3142	0.3950
6	10	-2.3024	0.3927
6	12	-2.3689	0.3935
6	20	-2.4639	0.3655
6	14	-2.4012	0.3933
6	22	-2.5315	0.3952
6	16	-2.4636	0.3919
6	18	-2.5176	0.3937
6	30	-2.5477	0.3784
6	15	-2.3964	0.3710
6	5	-2.1698	0.4429
6	4	-2.0950	0.4403
6	7	-2.2329	0.4185
6	6	-2.1930	0.4335
6	9	-2.2979	0.4079
6	8	-2.2521	0.4142
9	11	-2.2962	0.3644
9	10	-2.2846	0.3622
9	12	-2.3471	0.3630
9	15	-2.3748	0.3468
9	14	-2.3783	0.3628
9	22	-2.5078	0.3680
9	16	-2.4368	0.3628
9	18	-2.4891	0.3654
9	30	-2.5354	0.3579
9	5	-2.1778	0.4013
9	8	-2.2395	0.3793
9	7	-2.2220	0.3818
9	6	-2.1928	0.3940
9	9	-2.2778	0.3740
9	20	-2.4447	0.3423
9	4	-2.1260	0.4082
8	11	-2.2886	0.3716
8	10	-2.2768	0.3694
8	12	-2.3405	0.3708
8	20	-2.4370	0.3508
8	14	-2.3723	0.3715
8	22	-2.4999	0.3777
8	16	-2.4325	0.3724
8	18	-2.4822	0.3766
8	30	-2.5217	0.3688
8	5	-2.1622	0.4084
8	8	-2.2297	0.3859
8	7	-2.2115	0.3896
8	6	-2.1787	0.4011
8	9	-2.2696	0.3811
8	15	-2.3679	0.3538
8	4	-2.1043	0.4098
