Motif	ROC AUC	MNCP	Max f-measure	Sens @ max f-measure
GimmeMotifs_7	0.570457222222	1.71067254584	0.666666666667	[ 1.]
GimmeMotifs_6	0.650860493827	2.26176196759	0.666691386407	[ 0.99888889]
GimmeMotifs_5	0.636858703704	2.20608179406	0.666864256076	[ 1.]
GimmeMotifs_4	0.668009814815	2.28065092275	0.667447749348	[ 0.98111111]
GimmeMotifs_3	0.691849814815	2.13907696926	0.692798541477	[ 0.88666667]
GimmeMotifs_2	0.618624444444	1.7454554999	0.667119911617	[ 0.87222222]
GimmeMotifs_1	0.730000432099	2.45841636439	0.710362834249	[ 0.87666667]
GimmeMotifs_9	0.599197530864	1.91395646442	0.66691367173	[ 1.]
GimmeMotifs_8	0.604640493827	1.37423074161	0.670770857726	[ 0.98666667]
