Motif	Factor	Evidence	Curated
GABP1_MOUSE.H10MO.C	Gabpb1	ChIP-seq	Y
GABPA_MOUSE.H10MO.A	Gabpa	ChIP-seq	Y
GATA1_MOUSE.H10MO.A	Gata1	ChIP-seq	Y
GATA2_MOUSE.H10MO.A	Gata2	ChIP-seq	Y
GATA3_MOUSE.H10MO.C	Gata3	ChIP-seq	Y
GATA4_MOUSE.H10MO.B	Gata4	ChIP-seq	Y
GATA5_MOUSE.H10MO.D	Gata5	ChIP-seq	Y
GATA6_MOUSE.H10MO.B	Gata6	ChIP-seq	Y
GCM1_MOUSE.H10MO.D	Gcm1	ChIP-seq	Y
GCR_MOUSE.H10MO.C	Nr3c1	ChIP-seq	Y
GCR_MOUSE.H10MO.S	Nr3c1	ChIP-seq	Y
GFI1B_MOUSE.H10MO.C	Gfi1b	ChIP-seq	Y
GFI1_MOUSE.H10MO.C	Gfi1	ChIP-seq	Y
GLI1_MOUSE.H10MO.C	Gli1	ChIP-seq	Y
GLI2_MOUSE.H10MO.B	Gli2	ChIP-seq	Y
GLI3_MOUSE.H10MO.B	Gli3	ChIP-seq	Y
GLIS3_MOUSE.H10MO.D	Glis3	ChIP-seq	Y
HAND1_MOUSE.H10MO.D	Hand1	ChIP-seq	Y
HBP1_MOUSE.H10MO.D	Hbp1	ChIP-seq	Y
HEN1_MOUSE.H10MO.C	Nhlh1	ChIP-seq	Y
HES1_MOUSE.H10MO.D	Hes1	ChIP-seq	Y
HESX1_MOUSE.H10MO.D	Hesx1	ChIP-seq	Y
HEY2_MOUSE.H10MO.D	Hey2	ChIP-seq	Y
HIC1_MOUSE.H10MO.C	Hic1	ChIP-seq	Y
HIF1A_MOUSE.H10MO.A	Hif1a	ChIP-seq	Y
HINFP_MOUSE.H10MO.C	Hinfp	ChIP-seq	Y
HLF_MOUSE.H10MO.C	Hlf	ChIP-seq	Y
HLTF_MOUSE.H10MO.D	Hltf	ChIP-seq	Y
HMGA1_MOUSE.H10MO.D	Hmga1	ChIP-seq	Y
HMGA2_MOUSE.H10MO.D	Hmga2	ChIP-seq	Y
HNF1A_MOUSE.H10MO.A	Hnf1a	ChIP-seq	Y
HNF1B_MOUSE.H10MO.B	Hnf1b	ChIP-seq	Y
HNF4A_MOUSE.H10MO.A	Hnf4a	ChIP-seq	Y
HNF4G_MOUSE.H10MO.C	Hnf4g	ChIP-seq	Y
HNF6_MOUSE.H10MO.C	Onecut1	ChIP-seq	Y
HSF1_MOUSE.H10MO.A	Hsf1	ChIP-seq	Y
HSF2_MOUSE.H10MO.A	Hsf2	ChIP-seq	Y
HTF4_MOUSE.H10MO.C	Tcf12	ChIP-seq	Y
HXA10_MOUSE.H10MO.C	Hoxa10	ChIP-seq	Y
HXA13_MOUSE.H10MO.C	Hoxa13	ChIP-seq	Y
HXA1_MOUSE.H10MO.C	Hoxa1	ChIP-seq	Y
HXA5_MOUSE.H10MO.D	Hoxa5	ChIP-seq	Y
HXA7_MOUSE.H10MO.D	Hoxa7	ChIP-seq	Y
HXA9_MOUSE.H10MO.D	Hoxa9	ChIP-seq	Y
HXB1_MOUSE.H10MO.D	Hoxb1	ChIP-seq	Y
HXB6_MOUSE.H10MO.D	Hoxb6	ChIP-seq	Y
HXB7_MOUSE.H10MO.C	Hoxb7	ChIP-seq	Y
HXB8_MOUSE.H10MO.C	Hoxb8	ChIP-seq	Y
HXC6_MOUSE.H10MO.D	Hoxc6	ChIP-seq	Y
HXC8_MOUSE.H10MO.D	Hoxc8	ChIP-seq	Y
HXD10_MOUSE.H10MO.D	Hoxd10	ChIP-seq	Y
HXD13_MOUSE.H10MO.D	Hoxd13	ChIP-seq	Y
HXD4_MOUSE.H10MO.D	Hoxd4	ChIP-seq	Y
HXD9_MOUSE.H10MO.D	Hoxd9	ChIP-seq	Y
IKZF1_MOUSE.H10MO.C	Ikzf1	ChIP-seq	Y
INSM1_MOUSE.H10MO.C	Insm1	ChIP-seq	Y
IRF1_MOUSE.H10MO.C	Irf1	ChIP-seq	Y
IRF2_MOUSE.H10MO.C	Irf2	ChIP-seq	Y
IRF3_MOUSE.H10MO.C	Irf3	ChIP-seq	Y
IRF4_MOUSE.H10MO.C	Irf4	ChIP-seq	Y
IRF5_MOUSE.H10MO.D	Irf5	ChIP-seq	Y
IRF7_MOUSE.H10MO.C	Irf7	ChIP-seq	Y
IRF8_MOUSE.H10MO.D	Irf8	ChIP-seq	Y
IRF9_MOUSE.H10MO.C	Irf9	ChIP-seq	Y
ISL1_MOUSE.H10MO.D	Isl1	ChIP-seq	Y
ITF2_MOUSE.H10MO.B	Tcf4	ChIP-seq	Y
JUNB_MOUSE.H10MO.B	Junb	ChIP-seq	Y
JUND_MOUSE.H10MO.A	Jund	ChIP-seq	Y
JUN_MOUSE.H10MO.A	Jun	ChIP-seq	Y
KAISO_MOUSE.H10MO.B	Zbtb33	ChIP-seq	Y
KLF15_MOUSE.H10MO.D	Klf15	ChIP-seq	Y
KLF1_MOUSE.H10MO.C	Klf1	ChIP-seq	Y
KLF3_MOUSE.H10MO.D	Klf3	ChIP-seq	Y
KLF4_MOUSE.H10MO.C	Klf4	ChIP-seq	Y
KLF6_MOUSE.H10MO.D	Klf6	ChIP-seq	Y
KLF8_MOUSE.H10MO.C	Klf8	ChIP-seq	Y
LEF1_MOUSE.H10MO.C	Lef1	ChIP-seq	Y
LHX2_MOUSE.H10MO.D	Lhx2	ChIP-seq	Y
LHX3_MOUSE.H10MO.C	Lhx3	ChIP-seq	Y
MAFA_MOUSE.H10MO.D	Mafa	ChIP-seq	Y
MAFB_MOUSE.H10MO.D	Mafb	ChIP-seq	Y
MAFG_MOUSE.H10MO.D	Mafg	ChIP-seq	Y
MAFK_MOUSE.H10MO.A	Mafk	ChIP-seq	Y
MAFK_MOUSE.H10MO.S	Mafk	ChIP-seq	Y
MAF_MOUSE.H10MO.B	Maf	ChIP-seq	Y
MAX_MOUSE.H10MO.A	Max	ChIP-seq	Y
MAZ_MOUSE.H10MO.D	Maz	ChIP-seq	Y
MBD2_MOUSE.H10MO.B	Mbd2	ChIP-seq	Y
MCR_MOUSE.H10MO.D	Nr3c2	ChIP-seq	Y
MECP2_MOUSE.H10MO.C	Mecp2	ChIP-seq	Y
MEF2A_MOUSE.H10MO.B	Mef2a	ChIP-seq	Y
MEF2C_MOUSE.H10MO.B	Mef2c	ChIP-seq	Y
MEF2D_MOUSE.H10MO.C	Mef2d	ChIP-seq	Y
MEIS1_MOUSE.H10MO.C	Meis1	ChIP-seq	Y
MEIS2_MOUSE.H10MO.B	Meis2	ChIP-seq	Y
MITF_MOUSE.H10MO.C	Mitf	ChIP-seq	Y
MLXPL_MOUSE.H10MO.D	Mlxipl	ChIP-seq	Y
MSX2_MOUSE.H10MO.D	Msx2	ChIP-seq	Y
MSX3_MOUSE.H10MO.D	Msx3	ChIP-seq	Y
MTF1_MOUSE.H10MO.C	Mtf1	ChIP-seq	Y
MXI1_MOUSE.H10MO.C	Mxi1	ChIP-seq	Y
MYBB_MOUSE.H10MO.D	Mybl2	ChIP-seq	Y
MYB_MOUSE.H10MO.C	Myb	ChIP-seq	Y
MYCN_MOUSE.H10MO.B	Mycn	ChIP-seq	Y
MYC_MOUSE.H10MO.A	Myc	ChIP-seq	Y
MYF6_MOUSE.H10MO.C	Myf6	ChIP-seq	Y
MYOD1_MOUSE.H10MO.C	Myod1	ChIP-seq	Y
MYOG_MOUSE.H10MO.C	Myog	ChIP-seq	Y
NANOG_MOUSE.H10MO.A	Nanog	ChIP-seq	Y
NANOG_MOUSE.H10MO.S	Nanog	ChIP-seq	Y
NDF1_MOUSE.H10MO.C	Neurod1	ChIP-seq	Y
NF2L1_MOUSE.H10MO.C	Nfe2l1	ChIP-seq	Y
NF2L2_MOUSE.H10MO.D	Nfe2l2	ChIP-seq	Y
NFAC1_MOUSE.H10MO.A	Nfatc1	ChIP-seq	Y
NFAC1_MOUSE.H10MO.S	Nfatc1	ChIP-seq	Y
NFAC2_MOUSE.H10MO.B	Nfatc2	ChIP-seq	Y
NFAC3_MOUSE.H10MO.B	Nfatc3	ChIP-seq	Y
NFAC4_MOUSE.H10MO.C	Nfatc4	ChIP-seq	Y
NFAT5_MOUSE.H10MO.D	Nfat5	ChIP-seq	Y
NFE2_MOUSE.H10MO.A	Nfe2	ChIP-seq	Y
NFIA_MOUSE.H10MO.C	Nfia	ChIP-seq	Y
NFIA_MOUSE.H10MO.S	Nfia	ChIP-seq	Y
NFIL3_MOUSE.H10MO.C	Nfil3	ChIP-seq	Y
NFKB1_MOUSE.H10MO.B	Nfkb1	ChIP-seq	Y
NFKB2_MOUSE.H10MO.D	Nfkb2	ChIP-seq	Y
NFYA_MOUSE.H10MO.D	Nfya	ChIP-seq	Y
NFYA_MOUSE.H10MO.S	Nfya	ChIP-seq	Y
NFYB_MOUSE.H10MO.A	Nfyb	ChIP-seq	Y
NFYC_MOUSE.H10MO.B	Nfyc	ChIP-seq	Y
NKX21_MOUSE.H10MO.D	Nkx2-1	ChIP-seq	Y
NKX22_MOUSE.H10MO.D	Nkx2-2	ChIP-seq	Y
NKX25_MOUSE.H10MO.C	Nkx2-5	ChIP-seq	Y
NKX28_MOUSE.H10MO.C	Nkx2-8	ChIP-seq	Y
NKX31_MOUSE.H10MO.C	Nkx3-1	ChIP-seq	Y
NKX32_MOUSE.H10MO.C	Nkx3-2	ChIP-seq	Y
NOBOX_MOUSE.H10MO.C	Nobox	ChIP-seq	Y
NR0B1_MOUSE.H10MO.D	Nr0b1	ChIP-seq	Y
NR1D1_MOUSE.H10MO.D	Nr1d1	ChIP-seq	Y
NR1H2_MOUSE.H10MO.D	Nr1h2	ChIP-seq	Y
NR1H4_MOUSE.H10MO.C	Nr1h4	ChIP-seq	Y
NR1I2_MOUSE.H10MO.C	Nr1i2	ChIP-seq	Y
NR1I2_MOUSE.H10MO.S	Nr1i2	ChIP-seq	Y
NR1I3_MOUSE.H10MO.C	Nr1i3	ChIP-seq	Y
NR1I3_MOUSE.H10MO.S	Nr1i3	ChIP-seq	Y
NR2C1_MOUSE.H10MO.C	Nr2c1	ChIP-seq	Y
NR2C2_MOUSE.H10MO.A	Nr2c2	ChIP-seq	Y
NR2E3_MOUSE.H10MO.C	Nr2e3	ChIP-seq	Y
NR2F6_MOUSE.H10MO.D	Nr2f6	ChIP-seq	Y
NR4A1_MOUSE.H10MO.C	Nr4a1	ChIP-seq	Y
NR4A2_MOUSE.H10MO.C	Nr4a2	ChIP-seq	Y
NR4A3_MOUSE.H10MO.D	Nr4a3	ChIP-seq	Y
NR5A2_MOUSE.H10MO.A	Nr5a2	ChIP-seq	Y
NR6A1_MOUSE.H10MO.B	Nr6a1	ChIP-seq	Y
NRF1_MOUSE.H10MO.A	Nrf1	ChIP-seq	Y
OLIG2_MOUSE.H10MO.B	Olig2	ChIP-seq	Y
ONEC2_MOUSE.H10MO.D	Onecut2	ChIP-seq	Y
OTX1_MOUSE.H10MO.D	Otx1	ChIP-seq	Y
OTX2_MOUSE.H10MO.C	Otx2	ChIP-seq	Y
OVOL1_MOUSE.H10MO.C	Ovol1	ChIP-seq	Y
P53_MOUSE.H10MO.C	Tp53	ChIP-seq	Y
P63_MOUSE.H10MO.D	Tp63	ChIP-seq	Y
P73_MOUSE.H10MO.D	Tp73	ChIP-seq	Y
PAX2_MOUSE.H10MO.D	Pax2	ChIP-seq	Y
PAX2_MOUSE.H10MO.S	Pax2	ChIP-seq	Y
PAX5_MOUSE.H10MO.D	Pax5	ChIP-seq	Y
PAX5_MOUSE.H10MO.S	Pax5	ChIP-seq	Y
PAX6_MOUSE.H10MO.D	Pax6	ChIP-seq	Y
PAX8_MOUSE.H10MO.D	Pax8	ChIP-seq	Y
PBX1_MOUSE.H10MO.B	Pbx1	ChIP-seq	Y
PBX2_MOUSE.H10MO.C	Pbx2	ChIP-seq	Y
PBX3_MOUSE.H10MO.A	Pbx3	ChIP-seq	Y
PDX1_MOUSE.H10MO.C	Pdx1	ChIP-seq	Y
PEBB_MOUSE.H10MO.C	Cbfb	ChIP-seq	Y
PIT1_MOUSE.H10MO.C	Pou1f1	ChIP-seq	Y
PITX2_MOUSE.H10MO.D	Pitx2	ChIP-seq	Y
PKNX1_MOUSE.H10MO.D	Pknox1	ChIP-seq	Y
PLAG1_MOUSE.H10MO.D	Plag1	ChIP-seq	Y
PLAG1_MOUSE.H10MO.S	Plag1	ChIP-seq	Y
PO2F1_MOUSE.H10MO.B	Pou2f1	ChIP-seq	Y
PO2F2_MOUSE.H10MO.B	Pou2f2	ChIP-seq	Y
PO3F1_MOUSE.H10MO.C	Pou3f1	ChIP-seq	Y
PO3F2_MOUSE.H10MO.D	Pou3f2	ChIP-seq	Y
PO4F2_MOUSE.H10MO.D	Pou4f2	ChIP-seq	Y
PO5F1_MOUSE.H10MO.A	Pou5f1	ChIP-seq	Y
PO6F1_MOUSE.H10MO.D	Pou6f1	ChIP-seq	Y
PPARA_MOUSE.H10MO.C	Ppara	ChIP-seq	Y
PPARA_MOUSE.H10MO.S	Ppara	ChIP-seq	Y
PPARD_MOUSE.H10MO.D	Ppard	ChIP-seq	Y
PPARG_MOUSE.H10MO.A	Pparg	ChIP-seq	Y
PPARG_MOUSE.H10MO.S	Pparg	ChIP-seq	Y
PRD14_MOUSE.H10MO.D	Prdm14	ChIP-seq	Y
PRDM1_MOUSE.H10MO.A	Prdm1	ChIP-seq	Y
PRGR_MOUSE.H10MO.C	Pgr	ChIP-seq	Y
PRGR_MOUSE.H10MO.S	Pgr	ChIP-seq	Y
PROP1_MOUSE.H10MO.D	Prop1	ChIP-seq	Y
PRRX1_MOUSE.H10MO.D	Prrx1	ChIP-seq	Y
PRRX2_MOUSE.H10MO.C	Prrx2	ChIP-seq	Y
PTF1A_MOUSE.H10MO.C	Ptf1a	ChIP-seq	Y
PURA_MOUSE.H10MO.D	Pura	ChIP-seq	Y
RARA_MOUSE.H10MO.C	Rara	ChIP-seq	Y
RARA_MOUSE.H10MO.S	Rara	ChIP-seq	Y
RARB_MOUSE.H10MO.D	Rarb	ChIP-seq	Y
RARG_MOUSE.H10MO.C	Rarg	ChIP-seq	Y
RARG_MOUSE.H10MO.S	Rarg	ChIP-seq	Y
RELB_MOUSE.H10MO.C	Relb	ChIP-seq	Y
REL_MOUSE.H10MO.C	Rel	ChIP-seq	Y
REST_MOUSE.H10MO.A	Rest	ChIP-seq	Y
RFX1_MOUSE.H10MO.C	Rfx1	ChIP-seq	Y
RFX2_MOUSE.H10MO.C	Rfx2	ChIP-seq	Y
RFX3_MOUSE.H10MO.B	Rfx3	ChIP-seq	Y
RORA_MOUSE.H10MO.B	Rora	ChIP-seq	Y
RORG_MOUSE.H10MO.C	Rorc	ChIP-seq	Y
RREB1_MOUSE.H10MO.D	Rreb1	ChIP-seq	Y
RUNX1_MOUSE.H10MO.B	Runx1	ChIP-seq	Y
RUNX2_MOUSE.H10MO.B	Runx2	ChIP-seq	Y
RUNX3_MOUSE.H10MO.B	Runx3	ChIP-seq	Y
RXRA_MOUSE.H10MO.C	Rxra	ChIP-seq	Y
RXRB_MOUSE.H10MO.C	Rxrb	ChIP-seq	Y
RXRG_MOUSE.H10MO.C	Rxrg	ChIP-seq	Y
SMAD1_MOUSE.H10MO.D	Smad1	ChIP-seq	Y
SMAD2_MOUSE.H10MO.D	Smad2	ChIP-seq	Y
SMAD3_MOUSE.H10MO.C	Smad3	ChIP-seq	Y
SMAD4_MOUSE.H10MO.C	Smad4	ChIP-seq	Y
SMRC1_MOUSE.H10MO.B	Smarcc1	ChIP-seq	Y
SNAI1_MOUSE.H10MO.C	Snai1	ChIP-seq	Y
SNAI2_MOUSE.H10MO.C	Snai2	ChIP-seq	Y
SOX10_MOUSE.H10MO.D	Sox10	ChIP-seq	Y
SOX13_MOUSE.H10MO.D	Sox13	ChIP-seq	Y
SOX15_MOUSE.H10MO.D	Sox15	ChIP-seq	Y
SOX17_MOUSE.H10MO.D	Sox17	ChIP-seq	Y
SOX18_MOUSE.H10MO.D	Sox18	ChIP-seq	Y
SOX2_MOUSE.H10MO.A	Sox2	ChIP-seq	Y
SOX3_MOUSE.H10MO.C	Sox3	ChIP-seq	Y
SOX4_MOUSE.H10MO.C	Sox4	ChIP-seq	Y
SOX5_MOUSE.H10MO.C	Sox5	ChIP-seq	Y
SOX9_MOUSE.H10MO.B	Sox9	ChIP-seq	Y
SP1_MOUSE.H10MO.A	Sp1	ChIP-seq	Y
SP1_MOUSE.H10MO.S	Sp1	ChIP-seq	Y
SP2_MOUSE.H10MO.C	Sp2	ChIP-seq	Y
SP3_MOUSE.H10MO.B	Sp3	ChIP-seq	Y
SP4_MOUSE.H10MO.D	Sp4	ChIP-seq	Y
SPI1_MOUSE.H10MO.A	Spi1	ChIP-seq	Y
SPIB_MOUSE.H10MO.B	Spib	ChIP-seq	Y
SPZ1_MOUSE.H10MO.D	Spz1	ChIP-seq	Y
SRBP1_MOUSE.H10MO.B	Srebf1	ChIP-seq	Y
SRBP2_MOUSE.H10MO.B	Srebf2	ChIP-seq	Y
SRF_MOUSE.H10MO.A	Srf	ChIP-seq	Y
SRY_MOUSE.H10MO.B	Sry	ChIP-seq	Y
STA5A_MOUSE.H10MO.A	Stat5a	ChIP-seq	Y
STA5B_MOUSE.H10MO.C	Stat5b	ChIP-seq	Y
STAT1_MOUSE.H10MO.A	Stat1	ChIP-seq	Y
STAT2_MOUSE.H10MO.B	Stat2	ChIP-seq	Y
STAT3_MOUSE.H10MO.B	Stat3	ChIP-seq	Y
STAT4_MOUSE.H10MO.A	Stat4	ChIP-seq	Y
STAT6_MOUSE.H10MO.C	Stat6	ChIP-seq	Y
STF1_MOUSE.H10MO.B	Nr5a1	ChIP-seq	Y
SUH_MOUSE.H10MO.C	Rbpj	ChIP-seq	Y
TAL1_MOUSE.H10MO.A	Tal1	ChIP-seq	Y
TAL1_MOUSE.H10MO.S	Tal1	ChIP-seq	Y
TBP_MOUSE.H10MO.C	Tbp	ChIP-seq	Y
TBX20_MOUSE.H10MO.C	Tbx20	ChIP-seq	Y
TBX2_MOUSE.H10MO.D	Tbx2	ChIP-seq	Y
TBX3_MOUSE.H10MO.D	Tbx3	ChIP-seq	Y
TBX5_MOUSE.H10MO.D	Tbx5	ChIP-seq	Y
TCF7_MOUSE.H10MO.C	Tcf7	ChIP-seq	Y
TEAD1_MOUSE.H10MO.D	Tead1	ChIP-seq	Y
TEAD3_MOUSE.H10MO.D	Tead3	ChIP-seq	Y
TEAD4_MOUSE.H10MO.D	Tead4	ChIP-seq	Y
TEF_MOUSE.H10MO.D	Tef	ChIP-seq	Y
TF2L1_MOUSE.H10MO.C	Tfcp2l1	ChIP-seq	Y
TF65_MOUSE.H10MO.C	Rela	ChIP-seq	Y
TF65_MOUSE.H10MO.S	Rela	ChIP-seq	Y
TF7L2_MOUSE.H10MO.A	Tcf7l2	ChIP-seq	Y
TFCP2_MOUSE.H10MO.D	Tfcp2	ChIP-seq	Y
TFDP1_MOUSE.H10MO.D	Tfdp1	ChIP-seq	Y
TFE2_MOUSE.H10MO.A	Tcf3	ChIP-seq	Y
TFE2_MOUSE.H10MO.S	Tcf3	ChIP-seq	Y
TFE3_MOUSE.H10MO.C	Tfe3	ChIP-seq	Y
TFEB_MOUSE.H10MO.C	Tfeb	ChIP-seq	Y
TGIF1_MOUSE.H10MO.D	Tgif1	ChIP-seq	Y
TGIF1_MOUSE.H10MO.S	Tgif1	ChIP-seq	Y
THA_MOUSE.H10MO.C	Thra	ChIP-seq	Y
THA_MOUSE.H10MO.S	Thra	ChIP-seq	Y
THB_MOUSE.H10MO.C	Thrb	ChIP-seq	Y
THB_MOUSE.H10MO.S	Thrb	ChIP-seq	Y
TLX1_MOUSE.H10MO.D	Tlx1	ChIP-seq	Y
TLX1_MOUSE.H10MO.S	Tlx1	ChIP-seq	Y
