Motif	Factor	Evidence	Curated
MA0475.2_MA0475.2.FLI1	MA0475.2.FLI1	HT-SELEX	Y
MA0042.2_MA0042.2.FOXI1	MA0042.2.FOXI1	HT-SELEX	Y
MA0033.2_MA0033.2.FOXL1	MA0033.2.FOXL1	HT-SELEX	Y
MA0646.1_MA0646.1.GCM1	MA0646.1.GCM1	HT-SELEX	Y
MA0647.1_MA0647.1.GRHL1	MA0647.1.GRHL1	HT-SELEX	Y
MA0648.1_MA0648.1.GSC	MA0648.1.GSC	HT-SELEX	Y
MA0649.1_MA0649.1.HEY2	MA0649.1.HEY2	HT-SELEX	Y
MA0131.2_MA0131.2.HINFP	MA0131.2.HINFP	HT-SELEX	Y
MA0046.2_MA0046.2.HNF1A	MA0046.2.HNF1A	HT-SELEX	Y
MA0153.2_MA0153.2.HNF1B	MA0153.2.HNF1B	HT-SELEX	Y
MA0486.2_MA0486.2.HSF1	MA0486.2.HSF1	HT-SELEX	Y
MA0652.1_MA0652.1.IRF8	MA0652.1.IRF8	HT-SELEX	Y
MA0653.1_MA0653.1.IRF9	MA0653.1.IRF9	HT-SELEX	Y
MA0654.1_MA0654.1.ISX	MA0654.1.ISX	HT-SELEX	Y
MA0655.1_MA0655.1.JDP2	MA0655.1.JDP2	HT-SELEX	Y
MA0656.1_MA0656.1.JDP2	MA0656.1.JDP2	HT-SELEX	Y
MA0657.1_MA0657.1.KLF13	MA0657.1.KLF13	HT-SELEX	Y
MA0658.1_MA0658.1.LHX6	MA0658.1.LHX6	HT-SELEX	Y
MA0660.1_MA0660.1.MEF2B	MA0660.1.MEF2B	HT-SELEX	Y
MA0661.1_MA0661.1.MEOX1	MA0661.1.MEOX1	HT-SELEX	Y
MA0662.1_MA0662.1.MIXL1	MA0662.1.MIXL1	HT-SELEX	Y
MA0663.1_MA0663.1.MLX	MA0663.1.MLX	HT-SELEX	Y
MA0664.1_MA0664.1.MLXIPL	MA0664.1.MLXIPL	HT-SELEX	Y
MA0665.1_MA0665.1.MSC	MA0665.1.MSC	HT-SELEX	Y
MA0667.1_MA0667.1.MYF6	MA0667.1.MYF6	HT-SELEX	Y
MA0669.1_MA0669.1.NEUROG2	MA0669.1.NEUROG2	HT-SELEX	Y
MA0670.1_MA0670.1.NFIA	MA0670.1.NFIA	HT-SELEX	Y
MA0671.1_MA0671.1.NFIX	MA0671.1.NFIX	HT-SELEX	Y
MA0048.2_MA0048.2.NHLH1	MA0048.2.NHLH1	HT-SELEX	Y
MA0672.1_MA0672.1.NKX2-3	MA0672.1.NKX2-3	HT-SELEX	Y
MA0673.1_MA0673.1.NKX2-8	MA0673.1.NKX2-8	HT-SELEX	Y
MA0674.1_MA0674.1.NKX6-1	MA0674.1.NKX6-1	HT-SELEX	Y
MA0675.1_MA0675.1.NKX6-2	MA0675.1.NKX6-2	HT-SELEX	Y
MA0676.1_MA0676.1.Nr2e1	MA0676.1.Nr2e1	HT-SELEX	Y
MA0677.1_MA0677.1.Nr2f6	MA0677.1.Nr2f6	HT-SELEX	Y
MA0678.1_MA0678.1.OLIG2	MA0678.1.OLIG2	HT-SELEX	Y
MA0068.2_MA0068.2.PAX4	MA0068.2.PAX4	HT-SELEX	Y
MA0683.1_MA0683.1.POU4F2	MA0683.1.POU4F2	HT-SELEX	Y
MA0512.2_MA0512.2.Rxra	MA0512.2.Rxra	HT-SELEX	Y
MA0686.1_MA0686.1.SPDEF	MA0686.1.SPDEF	HT-SELEX	Y
MA0687.1_MA0687.1.SPIC	MA0687.1.SPIC	HT-SELEX	Y
MA0083.3_MA0083.3.SRF	MA0083.3.SRF	HT-SELEX	Y
MA0009.2_MA0009.2.TBXT	MA0009.2.TBXT	HT-SELEX	Y
MA0688.1_MA0688.1.TBX2	MA0688.1.TBX2	HT-SELEX	Y
MA0689.1_MA0689.1.TBX20	MA0689.1.TBX20	HT-SELEX	Y
MA0691.1_MA0691.1.TFAP4	MA0691.1.TFAP4	HT-SELEX	Y
MA0692.1_MA0692.1.TFEB	MA0692.1.TFEB	HT-SELEX	Y
MA0694.1_MA0694.1.ZBTB7B	MA0694.1.ZBTB7B	HT-SELEX	Y
MA0695.1_MA0695.1.ZBTB7C	MA0695.1.ZBTB7C	HT-SELEX	Y
MA0696.1_MA0696.1.ZIC1	MA0696.1.ZIC1	HT-SELEX	Y
MA0698.1_MA0698.1.ZBTB18	MA0698.1.ZBTB18	HT-SELEX	Y
MA0699.1_MA0699.1.LBX2	MA0699.1.LBX2	HT-SELEX	Y
MA0704.1_MA0704.1.Lhx4	MA0704.1.Lhx4	HT-SELEX	Y
MA0705.1_MA0705.1.Lhx8	MA0705.1.Lhx8	HT-SELEX	Y
MA0706.1_MA0706.1.MEOX2	MA0706.1.MEOX2	HT-SELEX	Y
MA0709.1_MA0709.1.Msx3	MA0709.1.Msx3	HT-SELEX	Y
MA0710.1_MA0710.1.NOTO	MA0710.1.NOTO	HT-SELEX	Y
MA0124.2_MA0124.2.Nkx3-1	MA0124.2.Nkx3-1	HT-SELEX	Y
MA0711.1_MA0711.1.OTX1	MA0711.1.OTX1	HT-SELEX	Y
MA0132.2_MA0132.2.PDX1	MA0132.2.PDX1	HT-SELEX	Y
MA0713.1_MA0713.1.PHOX2A	MA0713.1.PHOX2A	HT-SELEX	Y
MA0714.1_MA0714.1.PITX3	MA0714.1.PITX3	HT-SELEX	Y
MA0715.1_MA0715.1.PROP1	MA0715.1.PROP1	HT-SELEX	Y
MA0716.1_MA0716.1.PRRX1	MA0716.1.PRRX1	HT-SELEX	Y
MA0717.1_MA0717.1.RAX2	MA0717.1.RAX2	HT-SELEX	Y
MA0718.1_MA0718.1.RAX	MA0718.1.RAX	HT-SELEX	Y
MA0719.1_MA0719.1.RHOXF1	MA0719.1.RHOXF1	HT-SELEX	Y
MA0720.1_MA0720.1.Shox2	MA0720.1.Shox2	HT-SELEX	Y
MA0721.1_MA0721.1.UNCX	MA0721.1.UNCX	HT-SELEX	Y
MA0722.1_MA0722.1.VAX1	MA0722.1.VAX1	HT-SELEX	Y
MA0724.1_MA0724.1.VENTX	MA0724.1.VENTX	HT-SELEX	Y
MA0725.1_MA0725.1.VSX1	MA0725.1.VSX1	HT-SELEX	Y
MA0726.1_MA0726.1.VSX2	MA0726.1.VSX2	HT-SELEX	Y
MA0112.3_MA0112.3.ESR1	MA0112.3.ESR1	HT-SELEX	Y
MA0141.3_MA0141.3.ESRRB	MA0141.3.ESRRB	HT-SELEX	Y
MA0017.2_MA0017.2.NR2F1	MA0017.2.NR2F1	HT-SELEX	Y
MA0113.3_MA0113.3.NR3C1	MA0113.3.NR3C1	HT-SELEX	Y
MA0727.1_MA0727.1.NR3C2	MA0727.1.NR3C2	HT-SELEX	Y
MA0728.1_MA0728.1.Nr2F6	MA0728.1.Nr2F6	HT-SELEX	Y
MA0729.1_MA0729.1.RARA	MA0729.1.RARA	HT-SELEX	Y
MA0730.1_MA0730.1.RARA	MA0730.1.RARA	HT-SELEX	Y
MA0731.1_MA0731.1.BCL6B	MA0731.1.BCL6B	HT-SELEX	Y
MA0472.2_MA0472.2.EGR2	MA0472.2.EGR2	HT-SELEX	Y
MA0732.1_MA0732.1.EGR3	MA0732.1.EGR3	HT-SELEX	Y
MA0733.1_MA0733.1.EGR4	MA0733.1.EGR4	HT-SELEX	Y
MA0735.1_MA0735.1.GLIS1	MA0735.1.GLIS1	HT-SELEX	Y
MA0736.1_MA0736.1.GLIS2	MA0736.1.GLIS2	HT-SELEX	Y
MA0737.1_MA0737.1.GLIS3	MA0737.1.GLIS3	HT-SELEX	Y
MA0738.1_MA0738.1.HIC2	MA0738.1.HIC2	HT-SELEX	Y
MA0739.1_MA0739.1.Hic1	MA0739.1.Hic1	HT-SELEX	Y
MA0741.1_MA0741.1.KLF16	MA0741.1.KLF16	HT-SELEX	Y
MA0747.1_MA0747.1.SP8	MA0747.1.SP8	HT-SELEX	Y
MA0749.1_MA0749.1.ZBED1	MA0749.1.ZBED1	HT-SELEX	Y
MA0751.1_MA0751.1.ZIC4	MA0751.1.ZIC4	HT-SELEX	Y
MA0088.2_MA0088.2.ZNF143	MA0088.2.ZNF143	HT-SELEX	Y
MA0752.1_MA0752.1.ZNF410	MA0752.1.ZNF410	HT-SELEX	Y
MA0755.1_MA0755.1.CUX2	MA0755.1.CUX2	HT-SELEX	Y
MA0757.1_MA0757.1.ONECUT3	MA0757.1.ONECUT3	HT-SELEX	Y
MA0758.1_MA0758.1.E2F7	MA0758.1.E2F7	HT-SELEX	Y
MA0760.1_MA0760.1.ERF	MA0760.1.ERF	HT-SELEX	Y
MA0098.3_MA0098.3.ETS1	MA0098.3.ETS1	HT-SELEX	Y
MA0762.1_MA0762.1.ETV2	MA0762.1.ETV2	HT-SELEX	Y
MA0763.1_MA0763.1.ETV3	MA0763.1.ETV3	HT-SELEX	Y
MA0767.1_MA0767.1.GCM2	MA0767.1.GCM2	HT-SELEX	Y
MA0770.1_MA0770.1.HSF2	MA0770.1.HSF2	HT-SELEX	Y
MA0771.1_MA0771.1.HSF4	MA0771.1.HSF4	HT-SELEX	Y
MA0772.1_MA0772.1.IRF7	MA0772.1.IRF7	HT-SELEX	Y
MA0773.1_MA0773.1.MEF2D	MA0773.1.MEF2D	HT-SELEX	Y
MA0498.2_MA0498.2.MEIS1	MA0498.2.MEIS1	HT-SELEX	Y
MA0774.1_MA0774.1.MEIS2	MA0774.1.MEIS2	HT-SELEX	Y
MA0775.1_MA0775.1.MEIS3	MA0775.1.MEIS3	HT-SELEX	Y
MA0776.1_MA0776.1.MYBL1	MA0776.1.MYBL1	HT-SELEX	Y
MA0777.1_MA0777.1.MYBL2	MA0777.1.MYBL2	HT-SELEX	Y
MA0105.4_MA0105.4.NFKB1	MA0105.4.NFKB1	HT-SELEX	Y
MA0778.1_MA0778.1.NFKB2	MA0778.1.NFKB2	HT-SELEX	Y
MA0779.1_MA0779.1.PAX1	MA0779.1.PAX1	HT-SELEX	Y
MA0780.1_MA0780.1.PAX3	MA0780.1.PAX3	HT-SELEX	Y
MA0781.1_MA0781.1.PAX9	MA0781.1.PAX9	HT-SELEX	Y
MA0783.1_MA0783.1.PKNOX2	MA0783.1.PKNOX2	HT-SELEX	Y
MA0785.1_MA0785.1.POU2F1	MA0785.1.POU2F1	HT-SELEX	Y
MA0786.1_MA0786.1.POU3F1	MA0786.1.POU3F1	HT-SELEX	Y
MA0787.1_MA0787.1.POU3F2	MA0787.1.POU3F2	HT-SELEX	Y
MA0788.1_MA0788.1.POU3F3	MA0788.1.POU3F3	HT-SELEX	Y
MA0789.1_MA0789.1.POU3F4	MA0789.1.POU3F4	HT-SELEX	Y
MA0790.1_MA0790.1.POU4F1	MA0790.1.POU4F1	HT-SELEX	Y
MA0791.1_MA0791.1.POU4F3	MA0791.1.POU4F3	HT-SELEX	Y
MA0792.1_MA0792.1.POU5F1B	MA0792.1.POU5F1B	HT-SELEX	Y
MA0793.1_MA0793.1.POU6F2	MA0793.1.POU6F2	HT-SELEX	Y
MA0794.1_MA0794.1.PROX1	MA0794.1.PROX1	HT-SELEX	Y
MA0600.2_MA0600.2.RFX2	MA0600.2.RFX2	HT-SELEX	Y
MA0795.1_MA0795.1.SMAD3	MA0795.1.SMAD3	HT-SELEX	Y
MA0796.1_MA0796.1.TGIF1	MA0796.1.TGIF1	HT-SELEX	Y
MA0797.1_MA0797.1.TGIF2	MA0797.1.TGIF2	HT-SELEX	Y
MA0510.2_MA0510.2.RFX5	MA0510.2.RFX5	HT-SELEX	Y
MA0511.2_MA0511.2.RUNX2	MA0511.2.RUNX2	HT-SELEX	Y
MA0800.1_MA0800.1.EOMES	MA0800.1.EOMES	HT-SELEX	Y
MA0801.1_MA0801.1.MGA	MA0801.1.MGA	HT-SELEX	Y
MA0802.1_MA0802.1.TBR1	MA0802.1.TBR1	HT-SELEX	Y
MA0803.1_MA0803.1.TBX15	MA0803.1.TBX15	HT-SELEX	Y
MA0804.1_MA0804.1.TBX19	MA0804.1.TBX19	HT-SELEX	Y
MA0805.1_MA0805.1.TBX1	MA0805.1.TBX1	HT-SELEX	Y
MA0806.1_MA0806.1.TBX4	MA0806.1.TBX4	HT-SELEX	Y
MA0807.1_MA0807.1.TBX5	MA0807.1.TBX5	HT-SELEX	Y
MA0808.1_MA0808.1.TEAD3	MA0808.1.TEAD3	HT-SELEX	Y
MA0810.1_MA0810.1.TFAP2A	MA0810.1.TFAP2A	HT-SELEX	Y
MA0811.1_MA0811.1.TFAP2B	MA0811.1.TFAP2B	HT-SELEX	Y
MA0812.1_MA0812.1.TFAP2B	MA0812.1.TFAP2B	HT-SELEX	Y
MA0813.1_MA0813.1.TFAP2B	MA0813.1.TFAP2B	HT-SELEX	Y
MA0524.2_MA0524.2.TFAP2C	MA0524.2.TFAP2C	HT-SELEX	Y
MA0815.1_MA0815.1.TFAP2C	MA0815.1.TFAP2C	HT-SELEX	Y
MA0816.1_MA0816.1.Ascl2	MA0816.1.Ascl2	HT-SELEX	Y
MA0461.2_MA0461.2.Atoh1	MA0461.2.Atoh1	HT-SELEX	Y
MA0464.2_MA0464.2.BHLHE40	MA0464.2.BHLHE40	HT-SELEX	Y
MA0817.1_MA0817.1.BHLHE23	MA0817.1.BHLHE23	HT-SELEX	Y
MA0820.1_MA0820.1.FIGLA	MA0820.1.FIGLA	HT-SELEX	Y
MA0822.1_MA0822.1.HES7	MA0822.1.HES7	HT-SELEX	Y
MA0823.1_MA0823.1.HEY1	MA0823.1.HEY1	HT-SELEX	Y
MA0058.3_MA0058.3.MAX	MA0058.3.MAX	HT-SELEX	Y
MA0825.1_MA0825.1.MNT	MA0825.1.MNT	HT-SELEX	Y
MA0826.1_MA0826.1.OLIG1	MA0826.1.OLIG1	HT-SELEX	Y
MA0827.1_MA0827.1.OLIG3	MA0827.1.OLIG3	HT-SELEX	Y
MA0832.1_MA0832.1.Tcf21	MA0832.1.Tcf21	HT-SELEX	Y
MA0834.1_MA0834.1.ATF7	MA0834.1.ATF7	HT-SELEX	Y
MA0838.1_MA0838.1.CEBPG	MA0838.1.CEBPG	HT-SELEX	Y
MA0839.1_MA0839.1.CREB3L1	MA0839.1.CREB3L1	HT-SELEX	Y
MA0840.1_MA0840.1.Creb5	MA0840.1.Creb5	HT-SELEX	Y
MA0117.2_MA0117.2.Mafb	MA0117.2.Mafb	HT-SELEX	Y
MA0841.1_MA0841.1.NFE2	MA0841.1.NFE2	HT-SELEX	Y
MA0843.1_MA0843.1.TEF	MA0843.1.TEF	HT-SELEX	Y
MA0844.1_MA0844.1.XBP1	MA0844.1.XBP1	HT-SELEX	Y
MA0845.1_MA0845.1.FOXB1	MA0845.1.FOXB1	HT-SELEX	Y
MA0032.2_MA0032.2.FOXC1	MA0032.2.FOXC1	HT-SELEX	Y
MA0846.1_MA0846.1.FOXC2	MA0846.1.FOXC2	HT-SELEX	Y
MA0848.1_MA0848.1.FOXO4	MA0848.1.FOXO4	HT-SELEX	Y
MA0849.1_MA0849.1.FOXO6	MA0849.1.FOXO6	HT-SELEX	Y
MA0850.1_MA0850.1.FOXP3	MA0850.1.FOXP3	HT-SELEX	Y
MA0851.1_MA0851.1.Foxj3	MA0851.1.Foxj3	PBM	Y
MA0853.1_MA0853.1.Alx4	MA0853.1.Alx4	PBM	Y
MA0854.1_MA0854.1.Alx1	MA0854.1.Alx1	PBM	Y
MA0855.1_MA0855.1.RXRB	MA0855.1.RXRB	HT-SELEX	Y
MA0856.1_MA0856.1.RXRG	MA0856.1.RXRG	HT-SELEX	Y
MA0857.1_MA0857.1.Rarb	MA0857.1.Rarb	HT-SELEX	Y
MA0858.1_MA0858.1.Rarb	MA0858.1.Rarb	HT-SELEX	Y
MA0859.1_MA0859.1.Rarg	MA0859.1.Rarg	HT-SELEX	Y
MA0860.1_MA0860.1.Rarg	MA0860.1.Rarg	HT-SELEX	Y
MA0525.2_MA0525.2.TP63	MA0525.2.TP63	HT-SELEX	Y
MA0106.3_MA0106.3.TP53	MA0106.3.TP53	HT-SELEX	Y
MA0861.1_MA0861.1.TP73	MA0861.1.TP73	HT-SELEX	Y
MA0862.1_MA0862.1.GMEB2	MA0862.1.GMEB2	HT-SELEX	Y
MA0863.1_MA0863.1.MTF1	MA0863.1.MTF1	HT-SELEX	Y
MA0024.3_MA0024.3.E2F1	MA0024.3.E2F1	HT-SELEX	Y
MA0866.1_MA0866.1.SOX21	MA0866.1.SOX21	HT-SELEX	Y
MA0870.1_MA0870.1.Sox1	MA0870.1.Sox1	HT-SELEX	Y
MA0872.1_MA0872.1.TFAP2A	MA0872.1.TFAP2A	HT-SELEX	Y
MA0028.2_MA0028.2.ELK1	MA0028.2.ELK1	HT-SELEX	Y
MA0873.1_MA0873.1.HOXD12	MA0873.1.HOXD12	HT-SELEX	Y
MA0874.1_MA0874.1.Arx	MA0874.1.Arx	PBM	Y
MA0875.1_MA0875.1.BARX1	MA0875.1.BARX1	HT-SELEX	Y
MA0876.1_MA0876.1.BSX	MA0876.1.BSX	HT-SELEX	Y
MA0880.1_MA0880.1.Dlx3	MA0880.1.Dlx3	PBM	Y
MA0881.1_MA0881.1.Dlx4	MA0881.1.Dlx4	PBM	Y
MA0882.1_MA0882.1.DLX6	MA0882.1.DLX6	HT-SELEX	Y
MA0883.1_MA0883.1.Dmbx1	MA0883.1.Dmbx1	PBM	Y
MA0886.1_MA0886.1.EMX2	MA0886.1.EMX2	HT-SELEX	Y
MA0887.1_MA0887.1.EVX1	MA0887.1.EVX1	HT-SELEX	Y
MA0888.1_MA0888.1.EVX2	MA0888.1.EVX2	HT-SELEX	Y
MA0889.1_MA0889.1.GBX1	MA0889.1.GBX1	HT-SELEX	Y
MA0890.1_MA0890.1.GBX2	MA0890.1.GBX2	HT-SELEX	Y
MA0891.1_MA0891.1.GSC2	MA0891.1.GSC2	HT-SELEX	Y
MA0892.1_MA0892.1.GSX1	MA0892.1.GSX1	HT-SELEX	Y
